Car_Name,Aspirational_Value,Age,km_driven,fuel,seller_type,transmission,owner,selling_price
Manza,General,10,120000,Diesel,Individual,Manual,First_Owner,190000
i10,General,14,110000,Petrol,Individual,Manual,Third_Owner,160000
Alto,General,5,15000,Petrol,Individual,Manual,First_Owner,325000
Bolero,General,16,73756,Diesel,Individual,Manual,First_Owner,200000
Fortuner,Premium,4,40000,Diesel,Individual,Automatic,First_Owner,2800000
Spark,General,11,60000,Petrol,Individual,Manual,Third_Owner,125000
i10,General,14,60000,Petrol,Individual,Manual,Fourth&Above Owner,155000
i20,General,7,90000,Diesel,Individual,Manual,First_Owner,550000
WagonR,General,13,70000,Petrol,Individual,Manual,Fourth&Above Owner,130000
Maruti 800,General,20,70000,Petrol,Individual,Manual,Second_Owner,80000
Etios,General,7,80000,Diesel,Individual,Manual,Second_Owner,500000
KWID,General,3,27000,Petrol,Individual,Manual,First_Owner,250000
XUV500,Premium,10,70000,Diesel,Individual,Manual,First_Owner,580000
Matiz,General,20,50000,Petrol,Individual,Manual,First_Owner,60000
Etios,General,10,185000,Diesel,Individual,Manual,First_Owner,300000
Figo,General,8,90000,Diesel,Individual,Manual,Second_Owner,200000
Hexa,General,5,16400,Diesel,Individual,Manual,First_Owner,1200000
Etios,General,7,80000,Diesel,Individual,Manual,Second_Owner,350000
XUV500,Premium,10,80000,Diesel,Individual,Manual,Second_Owner,600000
Jazz,General,3,4000,Petrol,Individual,Manual,First_Owner,650000
A-Star,General,14,40000,Petrol,Individual,Manual,First_Owner,120000
Safari,Premium,12,120000,Diesel,Individual,Manual,Second_Owner,180000
Verna,General,4,41395,Petrol,Individual,Automatic,First_Owner,950000
Manza,General,10,35000,Diesel,Individual,Manual,Second_Owner,250999
Laura,General,10,52000,Diesel,Dealer,Manual,First_Owner,385000
A8,Premium,13,47000,Diesel,Dealer,Automatic,Second_Owner,1250000
Beat,General,9,50000,Petrol,Individual,Manual,First_Owner,165000
Elantra,General,7,48000,Petrol,Dealer,Manual,First_Owner,700000
XUV500,Premium,7,53000,Diesel,Dealer,Manual,First_Owner,750000
Renault,General,14,213000,Diesel,Individual,Manual,First_Owner,89999
RediGO,General,4,15000,Petrol,Dealer,Automatic,First_Owner,290000
Nano,General,8,7000,Petrol,Individual,Manual,Second_Owner,45000
Superb,General,9,88000,Diesel,Dealer,Automatic,First_Owner,675000
Terrano,General,7,55000,Diesel,Dealer,Manual,First_Owner,530000
X1,Premium,8,48000,Diesel,Dealer,Automatic,First_Owner,1485000
Enjoy,General,8,71014,Diesel,Dealer,Manual,First_Owner,325000
Amaze,General,7,60000,Diesel,Dealer,Manual,First_Owner,400000
KUV,General,5,71000,Diesel,Dealer,Manual,First_Owner,380000
City,General,6,45000,Petrol,Dealer,Automatic,First_Owner,750000
Brio,General,5,45000,Petrol,Dealer,Manual,First_Owner,390000
Alto,General,13,20000,Petrol,Individual,Manual,First_Owner,110000
Hector,General,3,14000,Diesel,Dealer,Manual,First_Owner,1825000
A4,Premium,3,17000,Diesel,Dealer,Automatic,First_Owner,3256000
Scala,General,7,60000,Diesel,Dealer,Manual,First_Owner,370000
Beat,General,9,80000,Diesel,Individual,Manual,Second_Owner,210000
Laura,General,15,181000,Diesel,Individual,Manual,Fourth&Above Owner,175000
Verna,General,10,89550,Diesel,Individual,Manual,Second_Owner,575000
Xylo,General,12,90000,Diesel,Individual,Manual,Third_Owner,320000
Swift,General,12,149500,Diesel,Individual,Manual,Third_Owner,280000
Duster,Premium,9,190000,Diesel,Individual,Manual,Second_Owner,500000
Fiesta,General,9,83000,Diesel,Dealer,Manual,First_Owner,380000
Force_One,General,17,20000,Petrol,Individual,Manual,Second_Owner,120000
Eeco,General,4,20000,Petrol,Individual,Manual,First_Owner,395000
Laura,General,12,160000,Diesel,Individual,Manual,First_Owner,360000
Terrano,General,7,100000,Diesel,Individual,Manual,First_Owner,451000
Spark,General,12,45000,Petrol,Individual,Manual,Second_Owner,175000
Spark,General,13,44800,Petrol,Individual,Manual,Second_Owner,170000
Santro,General,16,40000,Petrol,Individual,Manual,Second_Owner,100000
Omni,General,8,120000,Petrol,Individual,Manual,Third_Owner,150000
Indica,General,11,10000,Diesel,Individual,Manual,Second_Owner,149000
Indica,General,11,80000,Diesel,Individual,Manual,Second_Owner,160000
GO,General,4,10000,Petrol,Individual,Manual,First_Owner,434999
XUV500,Premium,8,156000,Diesel,Individual,Manual,First_Owner,800000
Innova,General,12,120000,Diesel,Individual,Manual,Second_Owner,819999
Baleno,General,15,100000,Petrol,Individual,Manual,Second_Owner,163000
E-Class,Premium,21,100000,Diesel,Individual,Manual,Second_Owner,350000
Indica,General,16,100000,Petrol,Individual,Manual,Second_Owner,75000
Alto,General,10,60000,Petrol,Individual,Manual,Second_Owner,180000
Figo,General,5,30000,Diesel,Individual,Manual,First_Owner,675000
Swift,General,9,170000,Diesel,Individual,Manual,First_Owner,400000
Polo,Premium,9,100000,Diesel,Individual,Manual,Second_Owner,434999
Indigo,General,16,110000,Petrol,Individual,Manual,Second_Owner,100000
Swift,General,7,170000,Diesel,Individual,Manual,Second_Owner,419000
Indica,General,13,100000,Petrol,Individual,Manual,First_Owner,200000
Scala,General,8,35000,Diesel,Individual,Manual,First_Owner,400000
EcoSport,Premium,4,40000,Diesel,Individual,Manual,Second_Owner,790000
Duster,Premium,7,90000,Diesel,Individual,Manual,Second_Owner,500000
Rapid,General,10,120000,Diesel,Individual,Manual,Second_Owner,275000
i20,General,10,120000,Diesel,Individual,Manual,Second_Owner,450000
XUV500,Premium,2,25000,Diesel,Dealer,Manual,First_Owner,1400000
Duster,Premium,7,15000,Diesel,Individual,Manual,First_Owner,800000
WagonR,General,8,41000,Petrol,Dealer,Manual,First_Owner,315000
Baleno,General,3,16000,Petrol,Individual,Manual,First_Owner,700000
Bolero,General,6,51000,Diesel,Dealer,Manual,First_Owner,585000
Sail,General,8,30000,Petrol,Individual,Manual,First_Owner,350000
City,General,8,80000,Diesel,Dealer,Manual,First_Owner,495000
Grand_i10,General,5,50000,Petrol,Individual,Manual,First_Owner,500000
Grand_i10,General,9,44000,Petrol,Dealer,Manual,First_Owner,345000
Baleno,General,7,10000,Petrol,Individual,Manual,First_Owner,500000
WagonR,General,6,33000,Petrol,Dealer,Manual,First_Owner,360000
Alto,General,12,25000,Petrol,Individual,Manual,First_Owner,210000
Alto,General,8,66000,Petrol,Dealer,Manual,First_Owner,220000
Aveo,General,13,48000,Petrol,Individual,Manual,First_Owner,250000
Innova,General,6,146000,Diesel,Dealer,Manual,First_Owner,990000
Quanto,General,9,100000,Diesel,Individual,Manual,Fourth&Above Owner,220000
Jaguar,Premium,10,50000,Diesel,Individual,Automatic,Second_Owner,1800000
City,General,8,50000,Petrol,Individual,Manual,First_Owner,530000
Baleno,General,6,50000,Diesel,Individual,Manual,First_Owner,575000
Xylo,General,10,99000,Diesel,Dealer,Manual,First_Owner,400000
Mobilio,General,6,50000,Diesel,Individual,Manual,First_Owner,680000
SantaFe,General,8,80000,Diesel,Individual,Automatic,First_Owner,1000000
Alto,General,6,45000,Petrol,Individual,Manual,Second_Owner,260000
Manza,General,12,50000,Petrol,Individual,Manual,Second_Owner,150000
Alto,General,14,70000,Petrol,Individual,Manual,Third_Owner,180000
Safari,Premium,8,37516,Diesel,Individual,Manual,First_Owner,346000
Xylo,General,7,20000,Diesel,Individual,Manual,First_Owner,450000
Grand_i10,General,3,5000,Petrol,Individual,Manual,First_Owner,500000
Grand_i10,General,3,8000,Diesel,Individual,Manual,First_Owner,700000
Alto,General,3,25880,Petrol,Individual,Manual,First_Owner,280000
Santro,General,3,10000,Petrol,Individual,Automatic,First_Owner,475000
Swift,General,13,50000,Diesel,Individual,Manual,First_Owner,300000
Alto,General,8,40000,Petrol,Individual,Manual,First_Owner,200999
Laura,General,13,100000,Diesel,Individual,Manual,Third_Owner,200000
Aveo,General,13,80000,Petrol,Individual,Manual,Second_Owner,210000
Indigo,General,10,110000,Diesel,Individual,Manual,First_Owner,160000
Verna,General,13,136000,Diesel,Individual,Manual,Second_Owner,175000
Safari,Premium,10,80000,Diesel,Individual,Manual,First_Owner,320000
Alto,General,13,50000,Petrol,Individual,Manual,Second_Owner,110000
WagonR,General,14,30000,Petrol,Individual,Manual,First_Owner,300000
City,General,10,10000,Petrol,Individual,Manual,First_Owner,700000
Indica,General,13,90000,Diesel,Individual,Manual,Fourth&Above Owner,135000
Bolero,General,7,110000,Diesel,Individual,Manual,First_Owner,500000
Scorpio,Premium,10,120000,Diesel,Individual,Manual,Second_Owner,550000
Innova,General,8,90000,Diesel,Individual,Manual,Third_Owner,1050000
City,General,6,20000,Petrol,Individual,Manual,First_Owner,500000
Ritz,General,11,90000,Diesel,Individual,Manual,Second_Owner,180000
Santro,General,12,50000,Petrol,Individual,Manual,Second_Owner,170000
Brio,General,3,9000,Petrol,Individual,Manual,First_Owner,484999
A-Star,General,11,70000,Petrol,Individual,Manual,Second_Owner,150000
Alto,General,4,25000,Petrol,Individual,Manual,First_Owner,380000
Santro,General,3,10000,Petrol,Individual,Manual,First_Owner,480000
Indica,General,13,90000,Diesel,Individual,Manual,Fourth&Above Owner,135000
Polo,Premium,11,60000,Diesel,Individual,Manual,Second_Owner,290000
Linea,General,9,70000,Petrol,Individual,Manual,First_Owner,350000
Alto,General,8,25000,Petrol,Individual,Manual,First_Owner,110000
Santro,General,19,80000,Petrol,Individual,Manual,Third_Owner,70000
Vento,General,11,70000,Petrol,Individual,Automatic,Third_Owner,300000
Alto,General,5,60000,Petrol,Individual,Manual,First_Owner,180000
KWID,General,2,20000,Petrol,Individual,Manual,First_Owner,300000
Baleno,General,5,60000,Petrol,Individual,Manual,First_Owner,509000
SX4,General,6,80000,Diesel,Individual,Manual,First_Owner,650000
Swift,General,7,70000,Diesel,Individual,Manual,Third_Owner,450000
Jeep,General,23,2020,Diesel,Individual,Manual,Second_Owner,170000
Scorpio,Premium,15,100000,Diesel,Individual,Manual,Second_Owner,210000
i20,General,9,80000,Diesel,Individual,Manual,Second_Owner,360000
Innova,General,11,120000,Diesel,Individual,Manual,Second_Owner,495000
Alto,General,16,100000,Petrol,Individual,Manual,Third_Owner,105000
i20,General,12,60000,Petrol,Individual,Manual,Third_Owner,270000
Figo,General,12,110000,Petrol,Individual,Manual,First_Owner,130000
City,General,8,90000,Diesel,Individual,Manual,Second_Owner,700000
Cruze,General,10,40000,Diesel,Individual,Manual,First_Owner,400000
Swift,General,13,60000,Petrol,Individual,Manual,Second_Owner,250000
Amaze,General,9,94000,Diesel,Individual,Manual,Second_Owner,325000
Alto,General,14,100000,Petrol,Individual,Manual,First_Owner,69000
Scorpio,Premium,4,25000,Diesel,Individual,Manual,First_Owner,1380000
Zen,General,15,90000,Petrol,Individual,Manual,First_Owner,90000
XUV500,Premium,6,40000,Diesel,Individual,Manual,First_Owner,1000000
Accent,General,12,90000,CNG,Individual,Manual,Second_Owner,145000
Alto,General,2,1100,Petrol,Individual,Manual,Fourth&Above Owner,250000
Swift,General,11,70000,Diesel,Individual,Manual,Third_Owner,256000
Indica,General,17,120000,Diesel,Individual,Manual,First_Owner,70000
WagonR,General,22,88500,Petrol,Individual,Manual,Fourth&Above Owner,50000
KWID,General,6,70000,Petrol,Individual,Manual,Second_Owner,240000
Indica,General,12,128000,Petrol,Individual,Manual,First_Owner,97000
Indigo,General,10,120000,Diesel,Individual,Manual,First_Owner,130000
Swift,General,13,52536,Petrol,Individual,Manual,First_Owner,199000
Civic,Premium,16,70000,Petrol,Individual,Automatic,First_Owner,125000
Xcent,General,7,60000,Diesel,Individual,Manual,First_Owner,420000
NuvoSport,General,6,110000,Diesel,Individual,Manual,First_Owner,525000
Santro,General,14,85000,Petrol,Individual,Manual,First_Owner,125000
Verna,General,12,135000,Diesel,Individual,Manual,First_Owner,325000
Vento,General,10,86000,Diesel,Individual,Manual,Fourth&Above Owner,330000
WagonR,General,12,50000,Petrol,Individual,Manual,First_Owner,110000
S-Presso,General,3,1950,Petrol,Individual,Manual,First_Owner,450000
Swift,General,17,118400,Petrol,Individual,Manual,First_Owner,85000
Civic,Premium,15,70000,Petrol,Individual,Manual,Second_Owner,229999
i10,General,10,60000,Petrol,Individual,Manual,Second_Owner,250000
Ecosport,Premium,7,68000,Diesel,Individual,Manual,First_Owner,650000
Swift,General,5,46507,Diesel,Trustmark_Dealer,Manual,First_Owner,600000
Etios,General,5,6480,Petrol,Trustmark_Dealer,Manual,First_Owner,650000
Brezza,General,5,32077,Diesel,Trustmark_Dealer,Manual,First_Owner,750000
Yaris,General,4,19107,Petrol,Trustmark_Dealer,Manual,First_Owner,850000
EON,General,5,18469,Petrol,Trustmark_Dealer,Manual,First_Owner,315000
Swift,General,7,28217,Petrol,Trustmark_Dealer,Manual,First_Owner,415000
Ciaz,General,6,72787,Diesel,Trustmark_Dealer,Manual,First_Owner,640000
Ciaz,General,5,31063,Petrol,Trustmark_Dealer,Manual,First_Owner,780000
Fortuner,Premium,5,79641,Diesel,Trustmark_Dealer,Automatic,First_Owner,2595000
Creta,Premium,7,58692,Diesel,Trustmark_Dealer,Manual,First_Owner,850000
Creta,Premium,7,54784,Diesel,Trustmark_Dealer,Manual,First_Owner,900000
Corolla,Premium,6,64156,Petrol,Trustmark_Dealer,Manual,First_Owner,1150000
Esteem,General,15,54000,Petrol,Individual,Manual,First_Owner,75000
Vento,General,10,97000,Diesel,Individual,Manual,First_Owner,215000
SX4,General,13,120000,Petrol,Individual,Automatic,Second_Owner,130000
Santro,General,3,16000,Petrol,Individual,Automatic,First_Owner,400000
Swift,General,3,60000,Petrol,Individual,Automatic,First_Owner,550000
Beat,General,6,52000,Petrol,Dealer,Manual,First_Owner,245000
Swift,General,12,110000,Diesel,Individual,Manual,Fourth&Above Owner,320000
TUV,General,6,60000,Diesel,Individual,Automatic,Second_Owner,730000
Fusion,General,17,100000,Petrol,Individual,Manual,Third_Owner,120000
City,General,5,35000,Petrol,Individual,Manual,First_Owner,950000
WagonR,General,5,48000,Petrol,Individual,Manual,Third_Owner,350000
Esteem,General,17,20000,Petrol,Individual,Manual,Second_Owner,100000
WagonR,General,5,30000,Petrol,Individual,Manual,First_Owner,350000
WagonR,General,17,40000,Petrol,Individual,Manual,Second_Owner,80000
Verna,General,9,60000,Petrol,Individual,Manual,First_Owner,370000
EON,General,10,70000,Petrol,Individual,Manual,Second_Owner,160000
Sumo,General,13,120000,Diesel,Individual,Manual,First_Owner,130000
Sail,General,6,30000,Petrol,Individual,Manual,First_Owner,250000
Maruti 800,General,10,80000,Diesel,Individual,Manual,Second_Owner,270000
X1,Premium,3,9500,Diesel,Individual,Automatic,First_Owner,2600000
EON,General,9,80000,Petrol,Individual,Manual,First_Owner,160000
EON,General,6,80000,Petrol,Individual,Manual,First_Owner,229999
Bolero,General,5,29000,Diesel,Individual,Manual,First_Owner,750000
Optra,General,11,120000,Diesel,Individual,Manual,First_Owner,195000
Etios,General,7,60000,Petrol,Individual,Manual,First_Owner,320000
Scorpio,Premium,4,20000,Diesel,Individual,Manual,First_Owner,1100000
RediGO,General,6,22000,Petrol,Individual,Manual,First_Owner,270000
Fabia,General,10,50000,Petrol,Individual,Manual,First_Owner,300000
Beat,General,10,50000,Diesel,Individual,Manual,First_Owner,200000
Zen,General,15,81366,Petrol,Individual,Manual,First_Owner,120000
Esteem,General,16,110000,Petrol,Individual,Manual,First_Owner,95000
Polo,Premium,9,100000,Petrol,Individual,Manual,First_Owner,400000
Innova,General,16,300000,Diesel,Individual,Manual,First_Owner,229999
KUV,General,6,20000,Diesel,Individual,Manual,First_Owner,430000
Fluence,General,10,90000,Diesel,Individual,Manual,First_Owner,300000
Linea,General,9,70000,Petrol,Individual,Manual,First_Owner,350000
Duster,Premium,9,120000,Diesel,Individual,Manual,First_Owner,450000
KWID,General,6,53000,Petrol,Individual,Manual,Second_Owner,200000
Alto,General,5,30000,Petrol,Individual,Manual,First_Owner,250000
Swift,General,10,90000,Petrol,Individual,Manual,Second_Owner,368000
Swift,General,10,90000,Petrol,Individual,Manual,Second_Owner,368000
Innova,General,8,244000,Diesel,Individual,Manual,First_Owner,650000
WagonR,General,10,60000,LPG,Individual,Manual,First_Owner,180000
Grand_i10,General,5,15000,Petrol,Individual,Manual,First_Owner,525000
Endeavour,Premium,17,150000,Diesel,Individual,Manual,Second_Owner,350000
TUV,General,4,30000,Diesel,Individual,Manual,Second_Owner,850000
Jetta,General,11,312000,Diesel,Individual,Manual,Third_Owner,350000
Esteem,General,15,54000,Petrol,Individual,Manual,First_Owner,75000
Swift,General,17,67000,Petrol,Individual,Manual,First_Owner,160000
Swift,General,5,40000,Diesel,Individual,Manual,First_Owner,500000
Santro,General,14,100000,Petrol,Individual,Manual,First_Owner,130000
Zest,General,7,100000,Diesel,Individual,Manual,Second_Owner,350000
WagonR,General,17,80000,Petrol,Individual,Manual,First_Owner,70000
Innova,General,8,145000,Diesel,Individual,Manual,Second_Owner,750000
Amaze,General,9,53000,Diesel,Individual,Manual,First_Owner,450000
Swift,General,7,73000,Diesel,Individual,Manual,Third_Owner,430000
SX4,General,11,90000,Diesel,Individual,Manual,Third_Owner,260000
Swift,General,9,80000,Diesel,Individual,Manual,Third_Owner,370000
Aveo,General,11,100000,CNG,Individual,Manual,First_Owner,229999
Figo,General,11,90000,Diesel,Individual,Manual,Third_Owner,140000
Innova,General,9,200000,Diesel,Individual,Manual,First_Owner,700000
Elite,General,2,7300,Petrol,Individual,Manual,First_Owner,545000
RediGO,General,5,30000,Petrol,Individual,Manual,First_Owner,200000
Safari,Premium,7,120000,Diesel,Individual,Manual,First_Owner,500000
Alto,General,14,90000,Petrol,Individual,Manual,Second_Owner,70000
Thar,General,9,25000,Diesel,Individual,Manual,Third_Owner,580000
Eeco,General,10,70000,CNG,Individual,Manual,Second_Owner,160000
Grand_i10,General,4,6000,Petrol,Individual,Manual,First_Owner,450000
Alto,General,12,36000,Petrol,Individual,Manual,First_Owner,160000
Ertiga,General,6,49000,Diesel,Individual,Manual,First_Owner,760000
